"","node_1","node_2","node_3","node_4","node_5","node_6","node_7","node_8","node_9","node_10","node_11","node_12","node_13","node_14","node_15","node_16","node_17","node_18","node_19","node_20"
"sample_1",0.320211142566138,-0.394851106068841,0.112698061029851,0.0661656139851127,0.480737876380411,0.429023059443382,0.596588110605636,-0.651773795295492,-0.44992416274662,-0.301172940268944,-0.733912395572958,0.385154285230872,-0.00888019625551432,-1.06615178813629,-0.31328993215068,0.202131694940392,0.413661900882083,0.466926145106175,0.141322176019596,-0.763793774484314
"sample_2",1.00665454676914,0.323902882859392,-0.119832100306976,-1.34691243593627,0.211527705467525,-0.639062015457914,0.24788273660432,0.150171122912277,0.621022631192717,-0.156753363620872,-1.10756122379275,-0.0438331421493886,0.209760806700002,0.226775426081088,0.947518035618585,0.244440311780278,0.00312596039209449,0.399714386317293,-0.567003806210361,-0.445180730492026
"sample_3",-1.09907536003461,-0.610061325135595,0.337732192069825,0.106728262115066,-0.501661718082704,0.329873803329792,-0.708520297740749,0.528700671106204,-0.920657041073923,-0.637985031057871,-0.102449711781408,-0.704173914596198,-0.505046953073272,0.599142989563631,-0.251685928161855,0.278493197406342,-0.0594024870404583,0.14182064277266,-0.114002780309114,0.635192546610834
"sample_4",-0.403680668625513,-0.466730101573829,0.589374656914709,-0.854525706126799,-0.0393209199956383,0.291737246653309,0.253624276876306,-0.339205178493082,0.183839944491853,1.00929463192464,0.644867358095533,0.356490012424011,0.522900843918472,0.645231944754956,-0.377054406727092,-0.021101522402667,-0.267583208803616,0.466236625431955,-1.11957405340596,-0.261723792912925
"sample_5",-0.444538137340283,-0.744850138399509,0.797544072885278,-0.618549591960908,-0.0512736887618062,-0.374698685861449,0.111744076628167,-0.169404565715702,0.708836304585401,-0.41503057575853,-1.05512473383329,-0.0725635427507567,0.0913499759165921,0.436657383457683,-0.0709188940206739,-0.105898499451951,-0.541467717997052,0.424024023461375,-0.849328476609278,0.174351839150049
"sample_6",1.00464406059648,-0.287374846866947,0.791830196874283,-0.290833078835713,-0.293422830073908,0.844465663064607,-0.552661274665217,0.647160135500448,-1.08701698773435,-0.775599045011165,-0.50060792075056,-0.0816808590277737,0.00700274945020027,-0.0185094396143732,0.100874188477786,-0.367857045442634,-0.118623284333115,0.726192029852025,-0.304037289962715,-0.892808463617846
"sample_7",0.0298825420153839,0.139727223137872,-0.0337874440016419,-1.25036884402043,0.140300426991731,0.709903105688782,0.394081362550452,-0.474524601370057,0.41828428123669,-0.744621183029042,-1.05334083537297,0.83243974817066,-0.876629099508553,-0.344429819595036,-0.576081094106023,1.08736222345051,-0.780780347018185,-0.825154037648446,0.474379259255502,-0.33428358998081
"sample_8",-0.563745300227579,-0.381025553717416,0.68707903481039,0.125365484291627,0.599578607180335,-0.0730402277502191,1.65668817368096,0.371962567527077,-0.0480404468208259,-0.0838996209775923,0.371124915807681,-0.805326737598121,-0.253513482805601,-0.589469589570719,0.102087570917197,0.848809232664675,0.252085213490309,0.962891625017876,-0.453944471603629,0.681475956708521
"sample_9",0.876207028501263,0.250516943767996,1.34745579149883,0.387719496444572,-0.108250830653382,0.391028088714254,0.87045987223198,0.496199722730941,0.287643494365545,-0.491196782999942,-0.759473405612921,-0.233123568341845,0.0675181616516975,0.243157693095406,0.0588955072890865,0.22227389115865,0.593425427393133,0.11635354059976,0.228459796170494,-0.219467825507744
"sample_10",-0.403465456860213,0.478357388880887,0.171795216376083,0.556960646057875,-0.2423444819628,1.63339856950342,-0.870007239070867,0.287447333308466,1.43383729560986,0.159170790223454,1.09332357263529,1.01852177654736,0.200759558050758,0.627048481721861,-0.0648118290817574,-0.132535593590478,0.571405426782331,0.627006716610189,-0.569656005463077,0.0745598085916102
"sample_11",0.421356620630104,-0.61109281013501,0.0786742781219705,0.393872002801481,0.769627462562823,0.0214866371728522,-0.254810712025119,-0.596579999698834,-0.363417567762004,-1.11290789063882,-1.70049742624982,0.165764183600671,0.774671871420176,-0.067024337475499,0.0906252825514936,0.150476674369078,0.340156488014213,-0.329266228841301,-0.544418443112089,0.499066320768424
"sample_12",-0.0613975621196733,0.006135387925639,0.245994436788678,0.642753086680249,0.812964503476456,0.963879282928561,0.443379750289042,0.635250558501922,-0.219481130019407,0.463603187757292,0.140525995693787,-0.0631394309170923,0.694053534045829,0.0978621325519003,-1.27217389101941,-0.198710620938023,0.257519696777057,0.551858911116981,0.000370388748190535,-1.04043926571905
"sample_13",0.726626284029392,0.723272046576762,0.836997399286224,-0.162724138517478,-0.769264242563247,1.31629236926098,0.0425376717613479,0.667464203133852,-0.534324509837177,0.843458146337311,0.729348454947211,-0.539411606222277,-0.245063087082518,-0.0594615450080209,-0.841763635570401,-0.338603922393077,-0.625652193555546,-0.206637509548877,0.173400786102917,-0.285062259252957
"sample_14",1.18314514242863,1.28820289368576,-0.0832569026401525,-0.355089994299882,0.537221889011616,-0.590867658362699,0.333065881036383,0.556295671349622,0.506094976141151,-0.532456113547447,-0.281144515821045,-0.587804192275837,0.463985245565433,0.244268425881268,0.0923435118348401,0.218651466435122,-0.313320395499845,1.06027721986743,-0.107120479079569,-0.909369961461704
"sample_15",0.873163932506675,1.32234464747796,0.276034949142851,-0.111448440685817,0.138160920744597,-0.978367062403162,-0.318627205693872,0.140205132499459,-0.0198957037316921,1.47026161682941,0.813787000460323,-1.18250338185925,0.370846760670522,0.596556469190739,0.696115606784351,0.62346134642106,0.0147601717511195,0.0472207203112733,0.306101715476019,-0.295526856299781
"sample_16",0.279120093874228,-0.718147621466917,0.854581025096769,0.856899180009735,0.502371578805215,1.02399645828486,-0.128568019425648,-1.05704925065986,0.0718022240563448,-0.431137326108268,0.166180674830809,0.179096807032998,-0.605114877723198,-0.469339540631523,-0.588257193094566,0.04810340356571,1.48191649941584,0.608591440458359,-0.0576814801433341,-1.01451361503989
"sample_17",0.32024223594358,0.901596414607401,0.0547152403425775,-0.134286025429635,-1.43480203762288,-0.187292288658609,0.32117272015165,0.216922426046362,0.224582249799788,-0.975767500336087,-0.876692164372465,1.06472263764209,-0.655272492854721,-0.19601543761865,-0.00440707986505109,-0.720925396590582,0.142117816332165,0.853925234497449,0.0373757145955726,-0.546165818699846
"sample_18",-0.794662181503747,-0.268791199171066,-0.223047197668358,-0.494663409721111,-1.29449762714652,-1.52588079718982,1.26773663422782,-0.260902629816725,-0.202662954248777,-0.846616181415582,-0.211216279832552,-0.493190436369461,-0.0443856980621804,-1.30224632033882,0.920808507368072,0.470381699236214,-1.93114496217204,0.311855364442572,-0.472238715555794,0.389779955853961
"sample_19",0.258614191856123,0.246772542159153,-0.964887820384577,-0.218666815083471,0.888803826481708,0.149435652220853,-0.522517212292825,1.04220159547278,-0.836736532557247,0.298064712688032,-0.00306943679416785,0.0203406958483016,0.469696685466929,0.462187183917162,0.470187515556565,-0.0402771914718194,-1.03737810865419,-0.129396091694017,1.46606018887443,0.00240896327244643
"sample_20",0.543483956661361,0.720833665711708,0.264812083068,-0.0201768824220987,-0.11680216320279,1.79738280495665,0.692009718335089,0.639451969476104,0.331897280788887,-1.59136389416315,-1.40840318486823,-0.38581815705969,-0.236450057930528,0.297984521597248,-0.591611683457862,0.150110886985861,-0.698497314608791,0.626386249200806,0.393610633718744,0.129622237981965
"sample_21",-0.116700108611925,0.0747539621065489,-0.307411449460634,-0.479025368896869,0.634320470455254,0.344586617283764,0.264051121801816,0.438313924459304,-0.904538733715289,-0.874221915756875,-1.30865633468843,-1.17162861326027,-0.584345577685513,-0.50742447657326,0.46534385705117,0.0122446626484253,0.296260882212204,-0.150214023290623,-0.247785665992215,1.40864660839679
"sample_22",-0.793896153903463,0.0529407325585775,-0.135299670426658,0.431261092929729,-0.252631486310677,0.14936437264572,0.45998911198939,-1.25683262305624,-0.138804191898645,-0.0118033188813836,0.185883772006573,0.281549122233765,-0.386234195720884,-0.298154221124373,0.408850569340987,-0.290751943829413,-0.356774417514664,-0.833854870549282,0.22836351723198,0.878632275961845
